post_id,member_id,group_id,timestamp,post_type,content
1132,20,105,2024-05-15T15:21:00,comment,Important announcement coming soon.
1133,7,104,2024-08-11T20:39:00,comment,Liked previous post.
1134,9,101,2024-07-08T18:06:00,prayer_request,Important announcement coming soon.
1135,9,102,2024-06-29T05:31:00,prayer_request,Liked previous post.
1136,17,103,2024-03-16T07:00:00,message,Important announcement coming soon.
1137,6,105,2024-09-12T20:20:00,prayer_request,Liked previous post.
1138,10,103,2024-10-04T23:00:00,like,Great meeting today!
1139,17,105,2024-10-12T02:42:00,message,Loved this!
1140,17,102,2024-10-08T02:44:00,announcement,Liked previous post.
1141,16,104,2024-09-16T08:23:00,message,Please pray for my family.
1142,13,101,2024-09-30T16:34:00,event_attendance,Liked previous post.
1143,8,105,2024-09-08T04:42:00,message,Attended the session.
1144,5,103,2024-03-18T08:27:00,prayer_request,Please pray for my family.
1145,1,103,2024-08-15T08:19:00,message,Please pray for my family.
1146,14,101,2024-08-15T21:33:00,event_attendance,Loved this!
1147,12,101,2024-08-01T01:50:00,like,Great meeting today!
1148,2,104,2024-10-02T10:58:00,comment,Liked previous post.
1149,12,101,2024-03-06T12:33:00,event_attendance,Please pray for my family.
1150,10,102,2024-06-30T21:44:00,message,Liked previous post.
1151,15,103,2024-03-03T15:01:00,like,Loved this!
1152,14,101,2024-07-23T07:36:00,like,Liked previous post.
1153,2,105,2024-09-04T01:04:00,message,Please pray for my family.
1154,2,101,2024-03-24T13:24:00,message,Great meeting today!
1155,2,105,2024-01-07T18:41:00,like,Attended the session.
1156,7,104,2024-02-13T19:01:00,event_attendance,Great meeting today!
1157,19,104,2024-09-09T01:39:00,event_attendance,Attended the session.
1158,9,104,2024-09-03T16:05:00,like,Loved this!
1159,13,104,2024-02-09T17:26:00,announcement,Attended the session.
1160,9,103,2024-08-06T22:52:00,announcement,Loved this!
1161,11,105,2024-06-23T08:03:00,message,Liked previous post.
1162,5,101,2024-03-09T09:35:00,prayer_request,Attended the session.
1163,2,103,2024-04-21T19:14:00,announcement,Loved this!
1164,3,103,2024-04-17T17:48:00,event_attendance,Loved this!
1165,15,101,2024-03-23T05:33:00,comment,Important announcement coming soon.
1166,8,105,2024-05-17T01:00:00,prayer_request,Attended the session.
1167,10,102,2024-06-05T18:50:00,comment,Great meeting today!
1168,2,104,2024-05-27T13:42:00,announcement,Attended the session.
1169,3,104,2024-10-14T09:46:00,message,Loved this!
1170,17,104,2024-07-13T23:08:00,comment,Liked previous post.
1171,15,103,2024-04-03T19:16:00,prayer_request,Please pray for my family.
1172,6,104,2024-07-31T18:31:00,event_attendance,Great meeting today!
1173,13,101,2024-04-05T11:26:00,like,Great meeting today!
1174,19,101,2024-01-18T23:40:00,like,Please pray for my family.
1175,18,101,2024-03-18T07:50:00,prayer_request,Attended the session.
1176,11,101,2024-06-01T01:56:00,like,Important announcement coming soon.
1177,6,104,2024-02-25T02:09:00,comment,Please pray for my family.
1178,4,101,2024-02-09T11:48:00,prayer_request,Important announcement coming soon.
1179,14,103,2024-06-28T22:17:00,message,Important announcement coming soon.
1180,12,105,2024-07-08T09:45:00,event_attendance,Attended the session.
1181,2,103,2024-04-17T20:38:00,comment,Loved this!
1182,14,103,2024-04-26T11:48:00,event_attendance,Important announcement coming soon.
1183,4,104,2024-07-22T05:14:00,event_attendance,Please pray for my family.
1184,13,101,2024-06-18T15:18:00,announcement,Great meeting today!
1185,16,101,2024-02-05T00:25:00,message,Important announcement coming soon.
1186,7,104,2024-01-20T22:09:00,like,Important announcement coming soon.
1187,8,102,2024-03-14T13:05:00,prayer_request,Loved this!
1188,1,103,2024-07-05T23:31:00,comment,Important announcement coming soon.
1189,2,105,2024-10-24T06:04:00,announcement,Great meeting today!
1190,14,103,2024-07-11T22:27:00,comment,Important announcement coming soon.
1191,2,104,2024-07-04T01:03:00,message,Great meeting today!
1192,3,103,2024-08-24T20:56:00,message,Great meeting today!
1193,19,105,2024-07-16T06:11:00,message,Great meeting today!
1194,16,101,2024-04-29T03:59:00,announcement,Attended the session.
1195,1,102,2024-02-11T05:15:00,like,Please pray for my family.
1196,4,105,2024-08-20T12:03:00,announcement,Important announcement coming soon.
1197,9,102,2024-09-04T17:03:00,comment,Loved this!
1198,20,105,2024-02-02T09:38:00,announcement,Attended the session.
1199,12,103,2024-02-14T12:20:00,event_attendance,Loved this!
1200,6,102,2024-03-15T04:19:00,message,Attended the session.
1201,3,102,2024-06-09T00:04:00,event_attendance,Great meeting today!
1202,1,101,2024-10-24T20:50:00,event_attendance,Liked previous post.
1203,14,101,2024-02-27T02:00:00,message,Liked previous post.
1204,12,105,2024-08-01T21:53:00,prayer_request,Loved this!
1205,16,104,2024-07-19T01:30:00,event_attendance,Liked previous post.
1206,5,101,2024-07-13T16:20:00,event_attendance,Attended the session.
1207,16,103,2024-06-13T05:43:00,event_attendance,Attended the session.
1208,7,101,2024-04-05T08:30:00,prayer_request,Liked previous post.
1209,5,102,2024-06-04T16:03:00,prayer_request,Important announcement coming soon.
1210,15,101,2024-05-03T07:03:00,announcement,Important announcement coming soon.
1211,18,101,2024-01-07T14:38:00,comment,Attended the session.
1212,15,101,2024-04-07T07:42:00,prayer_request,Loved this!
1213,19,105,2024-07-23T08:53:00,event_attendance,Great meeting today!
1214,19,103,2024-01-26T15:46:00,prayer_request,Important announcement coming soon.
1215,14,102,2024-10-09T08:57:00,event_attendance,Please pray for my family.
1216,9,101,2024-07-28T03:38:00,message,Liked previous post.
1217,11,101,2024-01-23T11:21:00,like,Important announcement coming soon.
1218,5,103,2024-10-02T04:49:00,comment,Please pray for my family.
1219,9,105,2024-05-07T10:04:00,like,Please pray for my family.
1220,20,104,2024-07-31T23:32:00,prayer_request,Please pray for my family.
1221,17,102,2024-09-11T00:37:00,like,Attended the session.
1222,5,102,2024-02-29T07:57:00,prayer_request,Attended the session.
1223,2,103,2024-02-22T01:17:00,announcement,Important announcement coming soon.
1224,15,102,2024-03-05T12:05:00,comment,Attended the session.
1225,2,104,2024-07-31T07:51:00,like,Important announcement coming soon.
1226,19,101,2024-07-08T21:00:00,event_attendance,Great meeting today!
1227,18,101,2024-06-05T12:56:00,announcement,Important announcement coming soon.
1228,19,105,2024-03-18T02:23:00,announcement,Important announcement coming soon.
1229,20,101,2024-04-25T18:43:00,comment,Attended the session.
1230,11,103,2024-09-30T16:17:00,event_attendance,Important announcement coming soon.
1231,19,105,2024-10-16T22:25:00,announcement,Great meeting today!
1232,4,102,2024-09-12T03:47:00,prayer_request,Please pray for my family.
1233,20,104,2024-03-25T21:01:00,event_attendance,Please pray for my family.
1234,3,102,2024-09-02T02:56:00,like,Great meeting today!
1235,10,104,2024-07-07T09:55:00,announcement,Please pray for my family.
1236,7,104,2024-03-03T01:30:00,event_attendance,Important announcement coming soon.
1237,18,104,2024-05-11T19:46:00,comment,Important announcement coming soon.
1238,11,103,2024-08-13T15:51:00,announcement,Loved this!
1239,2,105,2024-05-09T21:46:00,prayer_request,Loved this!
1240,4,103,2024-06-01T10:20:00,announcement,Please pray for my family.
1241,15,103,2024-04-20T07:57:00,announcement,Liked previous post.
1242,18,103,2024-08-30T18:39:00,prayer_request,Great meeting today!
1243,16,104,2024-10-15T14:38:00,announcement,Important announcement coming soon.
1244,12,104,2024-05-17T21:29:00,message,Please pray for my family.
1245,11,101,2024-07-30T08:31:00,prayer_request,Attended the session.
1246,12,105,2024-03-19T22:37:00,comment,Liked previous post.
1247,8,101,2024-03-15T18:43:00,prayer_request,Liked previous post.
1248,16,105,2024-06-10T20:22:00,message,Please pray for my family.
1249,11,102,2024-06-30T14:33:00,prayer_request,Great meeting today!
1250,1,105,2024-07-06T12:55:00,announcement,Important announcement coming soon.
1251,10,102,2024-03-02T06:36:00,comment,Important announcement coming soon.
1252,13,101,2024-06-21T04:48:00,event_attendance,Loved this!
1253,17,101,2024-02-26T13:10:00,like,Attended the session.
1254,18,105,2024-03-23T20:18:00,like,Great meeting today!
1255,10,102,2024-02-29T12:51:00,message,Please pray for my family.
1256,1,102,2024-02-13T16:59:00,prayer_request,Loved this!
1257,5,102,2024-04-01T10:19:00,comment,Great meeting today!
1258,5,101,2024-03-12T04:44:00,comment,Great meeting today!
1259,16,101,2024-07-21T16:10:00,like,Great meeting today!
1260,13,103,2024-02-12T01:33:00,prayer_request,Loved this!
1261,16,102,2024-06-15T01:39:00,like,Great meeting today!
1262,13,101,2024-08-06T14:43:00,message,Liked previous post.
1263,10,102,2024-03-30T21:26:00,event_attendance,Liked previous post.
1264,18,101,2024-01-15T20:20:00,prayer_request,Important announcement coming soon.
1265,13,103,2024-06-04T17:42:00,event_attendance,Great meeting today!
1266,5,105,2024-06-18T12:43:00,message,Important announcement coming soon.
1267,13,103,2024-10-04T16:41:00,prayer_request,Attended the session.
1268,13,102,2024-02-25T18:58:00,like,Important announcement coming soon.
1269,12,105,2024-09-23T05:21:00,announcement,Liked previous post.
1270,13,103,2024-05-10T14:09:00,message,Please pray for my family.
1271,10,103,2024-08-04T15:05:00,message,Please pray for my family.
1272,20,102,2024-10-16T02:08:00,event_attendance,Great meeting today!
1273,8,101,2024-06-10T23:50:00,announcement,Please pray for my family.
1274,9,103,2024-07-23T21:48:00,message,Liked previous post.
1275,15,104,2024-10-10T15:23:00,prayer_request,Attended the session.
1276,2,101,2024-07-08T11:29:00,like,Loved this!
1277,18,101,2024-08-25T10:53:00,message,Please pray for my family.
1278,15,104,2024-04-10T20:21:00,announcement,Great meeting today!
1279,18,103,2024-02-17T23:26:00,comment,Attended the session.
1280,19,105,2024-03-07T05:54:00,prayer_request,Important announcement coming soon.
1281,7,101,2024-09-04T18:21:00,like,Great meeting today!
1282,18,103,2024-03-07T03:47:00,like,Loved this!
1283,2,102,2024-07-27T08:06:00,announcement,Liked previous post.
1284,5,104,2024-03-29T12:05:00,like,Great meeting today!
1285,2,105,2024-07-07T11:17:00,event_attendance,Loved this!
1286,11,103,2024-06-12T08:20:00,like,Important announcement coming soon.
1287,19,105,2024-01-18T01:36:00,like,Important announcement coming soon.
1288,9,105,2024-04-17T05:31:00,message,Loved this!
1289,17,101,2024-06-07T22:04:00,event_attendance,Please pray for my family.
1290,19,101,2024-07-15T00:02:00,announcement,Please pray for my family.
1291,4,102,2024-04-18T19:10:00,message,Great meeting today!
1292,19,103,2024-10-01T23:39:00,message,Attended the session.
1293,3,102,2024-06-18T16:48:00,event_attendance,Attended the session.
1294,4,101,2024-06-27T04:51:00,announcement,Please pray for my family.
1295,20,102,2024-09-11T03:12:00,announcement,Important announcement coming soon.
1296,11,104,2024-09-20T10:42:00,event_attendance,Attended the session.
1297,3,105,2024-01-24T09:09:00,prayer_request,Important announcement coming soon.
1298,5,105,2024-06-05T00:23:00,message,Great meeting today!
1299,16,104,2024-05-02T20:03:00,comment,Please pray for my family.
1300,6,101,2024-08-11T03:12:00,message,Liked previous post.
1301,2,102,2024-08-27T17:18:00,message,Please pray for my family.
1302,14,102,2024-01-21T19:32:00,like,Please pray for my family.
1303,16,103,2024-03-17T16:48:00,event_attendance,Great meeting today!
1304,10,101,2024-05-15T02:10:00,like,Please pray for my family.
1305,16,104,2024-03-15T17:57:00,like,Important announcement coming soon.
1306,6,102,2024-08-10T07:13:00,message,Important announcement coming soon.
1307,11,101,2024-01-19T22:13:00,like,Loved this!
1308,16,102,2024-10-26T05:05:00,like,Great meeting today!
1309,5,103,2024-04-26T22:30:00,like,Loved this!
1310,5,103,2024-04-11T21:43:00,comment,Great meeting today!
1311,3,102,2024-05-26T02:21:00,announcement,Please pray for my family.
1312,9,101,2024-09-09T05:25:00,message,Attended the session.
1313,18,102,2024-05-04T22:45:00,comment,Liked previous post.
1314,2,104,2024-04-03T15:47:00,comment,Important announcement coming soon.
1315,12,102,2024-02-08T09:33:00,prayer_request,Great meeting today!
1316,13,101,2024-06-11T16:24:00,message,Loved this!
1317,13,102,2024-02-14T14:49:00,prayer_request,Important announcement coming soon.
1318,20,102,2024-05-13T06:22:00,comment,Please pray for my family.
1319,2,105,2024-09-29T23:52:00,prayer_request,Attended the session.
1320,4,101,2024-06-05T14:00:00,announcement,Great meeting today!
1321,10,102,2024-09-24T07:49:00,event_attendance,Attended the session.
1322,7,103,2024-08-07T01:27:00,event_attendance,Loved this!
1323,15,102,2024-05-24T11:28:00,announcement,Please pray for my family.
1324,15,102,2024-07-01T07:23:00,prayer_request,Liked previous post.
1325,13,103,2024-10-05T20:49:00,comment,Loved this!
1326,6,104,2024-09-20T16:32:00,event_attendance,Important announcement coming soon.
1327,9,103,2024-09-07T20:25:00,announcement,Great meeting today!
1328,11,101,2024-04-22T00:35:00,comment,Liked previous post.
1329,20,101,2024-06-19T10:14:00,message,Great meeting today!
1330,15,103,2024-03-22T21:29:00,prayer_request,Attended the session.
1331,11,105,2024-10-13T00:31:00,announcement,Great meeting today!
1332,3,104,2024-02-08T19:34:00,like,Great meeting today!
1333,20,105,2024-07-29T03:53:00,like,Important announcement coming soon.
1334,20,101,2024-01-07T02:21:00,message,Loved this!
1335,7,104,2024-10-14T20:31:00,message,Attended the session.
1336,13,104,2024-03-19T22:36:00,message,Liked previous post.
1337,9,101,2024-02-29T08:31:00,message,Please pray for my family.
1338,1,102,2024-09-06T05:46:00,like,Loved this!
1339,4,104,2024-03-25T15:12:00,event_attendance,Please pray for my family.
1340,2,101,2024-03-04T16:40:00,prayer_request,Important announcement coming soon.
1341,14,101,2024-03-14T16:55:00,event_attendance,Please pray for my family.
1342,3,105,2024-02-26T09:10:00,event_attendance,Loved this!
1343,17,101,2024-06-24T15:38:00,announcement,Liked previous post.
1344,12,104,2024-01-21T21:57:00,announcement,Great meeting today!
1345,11,103,2024-02-24T14:12:00,message,Important announcement coming soon.
1346,15,103,2024-04-12T01:50:00,event_attendance,Great meeting today!
1347,8,104,2024-04-24T06:07:00,comment,Great meeting today!
1348,11,104,2024-03-01T00:20:00,announcement,Attended the session.
1349,11,105,2024-09-05T13:53:00,comment,Please pray for my family.
1350,11,104,2024-05-12T07:13:00,announcement,Please pray for my family.
1351,4,102,2024-05-27T05:51:00,event_attendance,Attended the session.
1352,11,105,2024-07-20T08:50:00,like,Please pray for my family.
1353,16,104,2024-06-02T02:03:00,comment,Attended the session.
1354,13,101,2024-02-18T14:45:00,announcement,Liked previous post.
1355,4,105,2024-09-21T01:23:00,event_attendance,Great meeting today!
1356,14,102,2024-06-21T10:26:00,event_attendance,Loved this!
1357,9,104,2024-05-21T11:22:00,comment,Important announcement coming soon.
1358,11,104,2024-06-20T06:49:00,event_attendance,Great meeting today!
1359,16,102,2024-08-10T19:50:00,comment,Great meeting today!
1360,10,101,2024-03-21T20:40:00,announcement,Attended the session.
1361,5,101,2024-09-07T23:06:00,message,Great meeting today!
1362,8,102,2024-05-20T04:55:00,message,Liked previous post.
1363,14,105,2024-06-08T15:21:00,announcement,Important announcement coming soon.
1364,4,101,2024-09-21T17:56:00,comment,Important announcement coming soon.
1365,10,102,2024-07-05T19:32:00,comment,Attended the session.
1366,2,103,2024-06-15T20:34:00,event_attendance,Please pray for my family.
1367,9,105,2024-01-17T23:04:00,message,Please pray for my family.
1368,17,105,2024-07-26T19:46:00,event_attendance,Liked previous post.
1369,18,103,2024-07-07T15:41:00,comment,Loved this!
1370,12,101,2024-08-30T08:43:00,event_attendance,Loved this!
1371,13,103,2024-02-29T04:34:00,event_attendance,Important announcement coming soon.
1372,1,105,2024-01-19T04:20:00,prayer_request,Attended the session.
1373,14,105,2024-01-22T00:54:00,message,Attended the session.
1374,11,102,2024-06-20T23:06:00,announcement,Please pray for my family.
1375,1,101,2024-09-10T12:18:00,like,Important announcement coming soon.
1376,12,104,2024-06-17T03:11:00,message,Attended the session.
1377,10,102,2024-09-08T00:15:00,prayer_request,Important announcement coming soon.
1378,19,104,2024-01-27T06:45:00,announcement,Liked previous post.
1379,7,102,2024-07-21T20:13:00,like,Please pray for my family.
1380,3,104,2024-08-14T15:15:00,event_attendance,Loved this!
1381,3,105,2024-05-24T14:13:00,like,Liked previous post.
1382,4,102,2024-02-12T23:55:00,comment,Liked previous post.
1383,3,101,2024-04-27T11:17:00,comment,Loved this!
1384,20,103,2024-02-22T08:11:00,announcement,Great meeting today!
1385,11,103,2024-09-07T17:00:00,announcement,Great meeting today!
1386,15,102,2024-06-25T02:48:00,event_attendance,Loved this!
1387,3,102,2024-02-15T10:39:00,event_attendance,Great meeting today!
1388,7,102,2024-03-23T18:58:00,like,Attended the session.
1389,6,104,2024-03-27T12:54:00,event_attendance,Attended the session.
1390,17,102,2024-10-08T04:13:00,like,Attended the session.
1391,14,103,2024-03-02T10:45:00,prayer_request,Please pray for my family.
1392,13,101,2024-08-23T10:19:00,event_attendance,Important announcement coming soon.
1393,7,104,2024-02-14T05:45:00,announcement,Liked previous post.
1394,3,101,2024-06-19T06:19:00,prayer_request,Attended the session.
1395,15,103,2024-02-20T09:16:00,comment,Loved this!
1396,8,101,2024-09-20T14:09:00,event_attendance,Liked previous post.
1397,2,105,2024-08-10T03:44:00,announcement,Great meeting today!
1398,12,101,2024-07-16T11:50:00,event_attendance,Please pray for my family.
1399,6,101,2024-07-06T03:28:00,announcement,Attended the session.
1400,16,104,2024-02-14T06:47:00,event_attendance,Please pray for my family.
1401,15,105,2024-01-07T06:18:00,message,Please pray for my family.
1402,1,103,2024-09-12T04:11:00,message,Attended the session.
1403,17,103,2024-04-29T09:20:00,message,Liked previous post.
1404,19,101,2024-07-09T01:04:00,announcement,Please pray for my family.
1405,16,103,2024-08-06T05:09:00,comment,Please pray for my family.
1406,12,103,2024-09-27T21:27:00,message,Great meeting today!
1407,9,103,2024-01-09T13:32:00,comment,Liked previous post.
1408,5,104,2024-04-29T18:29:00,like,Loved this!
1409,15,104,2024-08-24T16:52:00,message,Loved this!
1410,9,102,2024-07-17T05:39:00,message,Liked previous post.
1411,13,103,2024-10-22T02:05:00,event_attendance,Liked previous post.
1412,2,103,2024-07-22T02:23:00,like,Loved this!
1413,10,101,2024-08-10T08:10:00,like,Important announcement coming soon.
1414,7,105,2024-01-03T22:20:00,event_attendance,Liked previous post.
1415,3,105,2024-06-29T09:28:00,like,Great meeting today!
1416,17,104,2024-04-24T18:30:00,message,Loved this!
1417,11,105,2024-06-25T17:40:00,event_attendance,Liked previous post.
1418,6,102,2024-06-04T01:50:00,comment,Loved this!
1419,1,101,2024-09-21T04:40:00,comment,Liked previous post.
1420,15,105,2024-05-08T12:11:00,prayer_request,Attended the session.
1421,16,104,2024-04-29T15:50:00,like,Attended the session.
1422,3,101,2024-08-22T19:11:00,comment,Great meeting today!
1423,13,101,2024-06-03T23:11:00,event_attendance,Please pray for my family.
1424,1,101,2024-01-27T03:51:00,prayer_request,Great meeting today!
1425,18,103,2024-03-16T18:45:00,message,Loved this!
1426,8,105,2024-08-04T22:10:00,announcement,Attended the session.
1427,19,105,2024-09-24T10:16:00,message,Loved this!
1428,12,104,2024-01-27T04:54:00,announcement,Attended the session.
1429,3,104,2024-01-11T12:09:00,event_attendance,Please pray for my family.
1430,3,105,2024-06-12T13:34:00,like,Please pray for my family.
1431,5,104,2024-04-27T09:20:00,like,Attended the session.
1432,11,103,2024-02-12T12:42:00,prayer_request,Liked previous post.
1433,6,103,2024-05-22T12:57:00,event_attendance,Please pray for my family.
1434,1,105,2024-01-10T22:21:00,message,Important announcement coming soon.
1435,19,102,2024-09-06T00:21:00,event_attendance,Important announcement coming soon.
